LocationType,LocationName,Address,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Year Round Pool,RICHARD ALATORRE POOL,"4721 E. Klamath St., Los Angeles, CA 90032",https://www.laparks.org/aquatic/year-round/richard-alatorre-pool,(323) 276-3042,14,34.0758576,-118.1817955
Parks,RICHARDSON FAMILY PARK,"2700 S. Budlong Ave., Los Angeles, CA 90007",https://www.laparks.org/park/richardson-family,(310) 548-7643,8,34.030215,-118.295632
Playground,RIO DE LOS ANGELES STATE PARK (A.K.A. TAYLOR YARD),"1900 N. San Fernando Rd., Los Angeles, CA 90065",https://www.laparks.org/reccenter/rio-de-los-angeles-state,(323) 276-3015,1,34.0989751,-118.2367152
Recreation Center,RIO DE LOS ANGELES STATE PARK (A.K.A. TAYLOR YARD),"1900 N. San Fernando Rd., Los Angeles, CA 90065",https://www.laparks.org/reccenter/rio-de-los-angeles-state,(323) 276-3015,1,34.0989751,-118.2367152
Splash Pads,RIO DE LOS ANGELES STATE PARK (A.K.A. TAYLOR YARD),"1900 N. San Fernando Rd., Los Angeles, CA 90065",https://www.laparks.org/reccenter/rio-de-los-angeles-state,(323) 276-3015,1,34.0989751,-118.2367152
Summer Pool,RITCHIE VALENS POOL,"10731 Laurel Canyon Blvd., Pacoima, CA 91331",https://www.laparks.org/aquatic/summer/ritchie-valens-pool,(818) 834-5176,7,34.2653878,-118.4391332
Free Tennis,RITCHIE VALENS RECREATION CENTER,"10736 Laurel Canyon Blvd., Pacoima, CA 91331",https://www.laparks.org/reccenter/ritchie-valens,(818) 834-5172,7,34.2655363,-118.4392382
Playground,RITCHIE VALENS RECREATION CENTER,"10736 Laurel Canyon Blvd., Pacoima, CA 91331",https://www.laparks.org/reccenter/ritchie-valens,(818) 834-5172,7,34.2655363,-118.4392382
Recreation Center,RITCHIE VALENS RECREATION CENTER,"10736 Laurel Canyon Blvd., Pacoima, CA 91331",https://www.laparks.org/reccenter/ritchie-valens,(818) 834-5172,7,34.2655363,-118.4392382
Skate Parks,RITCHIE VALENS RECREATION CENTER,"10736 Laurel Canyon Blvd., Pacoima, CA 91331",https://www.laparks.org/reccenter/ritchie-valens,(818) 834-5172,7,34.2655363,-118.4392382
Parks,RIVAS CANYON PARK,"Easterly Terminus of Oracle Pl., Pacific Palisades, CA 90272",https://www.laparks.org/park/rivas-canyon,(310) 548-7643,11,34.058826,-118.5199687
Pay Tennis,RIVERSIDE TENNIS COURT,"3401 Riverside Dr., Los Angeles, CA 90027",https://www.laparks.org/sports/tennis/facility/riverside,(323) 661-5318,4,34.1166892,-118.2703285
Tennis Court,RIVERSIDE TENNIS COURT,"3401 Riverside Dr., Los Angeles, CA 90027",https://www.laparks.org/sports/tennis/facility/riverside,(323) 661-5318,4,34.1166892,-118.2703285
Senior Citizen Centers,ROBERT M WILKINSON MULTIPURPOSE CENTER,"8956 Vanalden Ave. Northridge, CA 91324",https://www.laparks.org/multipurpose/robert-wilkinson,(818) 756-7741,12,34.233327,-118.5487158
Recreation Center,ROBERTSON RECREATION CENTER,"1641 Preuss Rd., Los Angeles, CA 90035",https://www.laparks.org/reccenter/robertson,(310) 278-5383,5,34.0496422,-118.384452
Parks,ROGER JESSUP PARK,"12467 Osborne St, Pacoima, CA 91331",https://www.laparks.org/park/roger-jessup,(818) 756-8189,7,34.2593169,-118.4049915
Golf,Roosevelt Golf Course,"2650 N. Vermont Ave. Los Angeles, CA 90027",https://www.laparks.org/golf/roosevelt-golf-course,,4,34.11801,-118.29355
Year Round Pool,ROOSEVELT POOL,"456 S. Mathews St., Los Angeles, CA 90033",https://www.laparks.org/aquatic/year-round/roosevelt-pool,(213) 485-7391,14,34.0374757,-118.2118564
Parks,ROSCOE-VALLEY CIRCLE PARK,"Valley Circle & Roscoe Blvd., Canoga Park, CA 91307",https://www.laparks.org/park/roscoe-valley-circle,(818) 756-8189,3,34.217968,-118.6505436
Parks,ROSE HILL PARK,"3606 N. Boundary Ave., Los Angeles, CA 90032",https://www.laparks.org/park/rose-hill,(323) 225-0450,14,34.0884146,-118.1928704
Recreation Center,ROSE HILL RECREATION CENTER,"4530 Mercury Ave., Los Angeles, CA 90032",https://www.laparks.org/reccenter/rose-hill,(323) 225-0450,14,34.0857237,-118.1899983
Recreation Center,ROSECRANS RECREATION CENTER,"840 W. 149th St., Gardena, CA 90247",https://www.laparks.org/reccenter/rosecrans,(310) 327-3653,15,33.8963037,-118.2899172
Playground,ROSECRANS RECREATION CENTER/CVS PLAYGROUND,"840 W. 149th St., Gardena, CA 90247",https://www.laparks.org/playgrounds/rosecransUAPk,(310) 327-3653,15,33.8963037,-118.2899172
Summer Pool,ROSS SNYDER POOL,"1501 E. 41st St., Los Angeles, CA 90011",https://www.laparks.org/aquatic/summer/ross-snyder-pool,(213) 847-3430,9,34.009496,-118.247612
Free Tennis,ROSS SNYDER RECREATION CENTER,"1501 East 41st St., Los Angeles, CA 90011",https://www.laparks.org/reccenter/ross-snyder,(323) 231-3964,9,34.009496,-118.247612
Recreation Center,ROSS SNYDER RECREATION CENTER,"1501 East 41st St., Los Angeles, CA 90011",https://www.laparks.org/reccenter/ross-snyder,(323) 231-3964,9,34.009496,-118.247612
Parks,ROSS VALENCIA COMMUNITY PARK,"E 1st St and N Chicago St., Los Angeles, CA 90033",https://www.laparks.org/park/ross-valencia-community,(213) 485-4833,14,34.0443885,-118.212542
Free Tennis,RUNNYMEDE PARK,"20200 Runnymede St., Winnetka, CA 91306",https://www.laparks.org/park/runnymede,(818) 756-8189,3,34.2046109,-118.5730502
Parks,RUNNYMEDE PARK,"20200 Runnymede St., Winnetka, CA 91306",https://www.laparks.org/park/runnymede,(818) 756-8189,3,34.2046109,-118.5730502
Dog Parks,RUNYON CANYON DOG PARK,"2000 N Fuller Avenue Los Angeles, CA 90046",https://www.laparks.org/dogpark/runyon-canyon,(818) 243-1145,4,34.1049194,-118.3486166
Hiking,RUNYON CANYON PARK,"2000 N. Fuller Ave., Los Angeles, CA 90046",https://www.laparks.org/park/runyon-canyon,(818) 243-1145,4,34.1053858,-118.3491574
Parks,RUNYON CANYON PARK,"2000 N. Fuller Ave., Los Angeles, CA 90046",https://www.laparks.org/park/runyon-canyon,(818) 243-1145,4,34.1053858,-118.3491574
Summer Pool,RUSTIC CANYON POOL,"601 Latimer Rd., Pacific Palisades, CA 90402",https://www.laparks.org/aquatic/summer/rustic-canyon-pool,(310) 230-0137,11,34.0390043,-118.5144192
Recreation Center,RUSTIC CANYON RECREATION CENTER,"601 Latimer Rd., Santa Monica, CA 90402",https://www.laparks.org/reccenter/rustic-canyon,(310) 454-5734,11,34.0390043,-118.5144192
Free Tennis,SAINT ANDREWS RECREATION CENTER,"8701 St. Andrews Pl., Los Angeles, CA 90047",https://www.laparks.org/reccenter/saint-andrews,"(213) 485-1751, (213) 485-1753",8,33.9590444,-118.3112029
Outdoor Fitness,SAINT ANDREWS RECREATION CENTER,"8701 St. Andrews Pl., Los Angeles, CA 90047",https://www.laparks.org/reccenter/saint-andrews,"(213) 485-1751, (213) 485-1753",8,33.9590444,-118.3112029
Recreation Center,SAINT ANDREWS RECREATION CENTER,"8701 St. Andrews Pl., Los Angeles, CA 90047",https://www.laparks.org/reccenter/saint-andrews,"(213) 485-1751, (213) 485-1753",8,33.9590444,-118.3112029
Parks,San Julian Park,"312 E 5th St, Los Angeles, CA 90013",https://www.laparks.org/park/san-julian-park,(213) 485-5572,14,34.044416,-118.245398
Parks,SAN PASQUAL PARK,"930 San Pasqual Ave, Los Angeles, CA 90042",https://www.laparks.org/park/san-pascual,(213) 485-4833,14,34.120005,-118.1700985
Parks,SAN PEDRO PLAZA PARK,"7000 S. Beacon St., San Pedro, CA 90731",https://www.laparks.org/park/san-pedro-plaza,(310) 548-7598,15,33.7360106,-118.2804649
Parks,San Pedro Welcome Park,"415 N. Gaffey St., San Pedro, CA 90731",https://www.laparks.org/park/san-pedro-welcome-park,(310) 548-7598,15,33.7463819,-118.292628
Parks,SAN VICENTE MOUNTAIN PARK,"17500 Mulholland Dr., Los Angeles, CA 90272",https://www.laparks.org/park/san-vicente-mountain,(310) 836-1040,11,34.1288108,-118.5417422
Parks,SANTA YNEZ CANYON PARK,"Palisades Dr. and De Santa Ynez, Pacific Palisades, CA 90272",https://www.laparks.org/park/santa-ynez-canyon,(310) 836-1040,11,34.0717825,-118.5673962
Outdoor Fitness,SEILY RODRIGUEZ PARK,"5707 Lexington Ave., Hollywood, CA 90038",https://www.laparks.org/park/seily-rodriguez,(213) 485-4833,13,34.093064,-118.313993
Parks,SEILY RODRIGUEZ PARK,"5707 Lexington Ave., Hollywood, CA 90038",https://www.laparks.org/park/seily-rodriguez,(213) 485-4833,13,34.093064,-118.313993
Parks,SELMA PARK,"6567 Selma Ave. (Corner of Selma and Schrader), Los Angeles, CA 90028",https://www.laparks.org/park/selma,(213) 485-4833,13,34.09991,-118.332873
Outdoor Fitness,SEOUL INTERNATIONAL PARK (ARDMORE RECREATION CENTER),"3250 San Marino St., Los Angeles, CA 90006",https://www.laparks.org/reccenter/seoul-international-ardmore,(213) 383-7549,10,34.0542408,-118.3017448
Parks,SEOUL INTERNATIONAL PARK (ARDMORE RECREATION CENTER),"3250 San Marino St., Los Angeles, CA 90006",https://www.laparks.org/reccenter/seoul-international-ardmore,(213) 383-7549,10,34.0542408,-118.3017448
Recreation Center,SEOUL INTERNATIONAL PARK (ARDMORE RECREATION CENTER),"3250 San Marino St., Los Angeles, CA 90006",https://www.laparks.org/reccenter/seoul-international-ardmore,(213) 383-7549,10,34.0542408,-118.3017448
Dog Parks,SEPULVEDA BASIN OFF-LEASH DOG PARK,"17550 Victory Blvd., Encino,CA 91406",https://www.laparks.org/dogpark/sepulveda,(818) 756-8189,12,34.1866057,-118.5153059
Horticulture,SEPULVEDA BASIN RECREATION AREA,"17017 Burbank Blvd., Encino, CA 91316",https://www.laparks.org/reccenter/sepulveda-basin-area,(818) 756-8188,6,34.1722381,-118.5020546
Recreation Center,SEPULVEDA BASIN RECREATION AREA,"17017 Burbank Blvd., Encino, CA 91316",https://www.laparks.org/reccenter/sepulveda-basin-area,(818) 756-8188,6,34.1722381,-118.5020546
Parks,SEPULVEDA BASIN SPORTS COMPLEX,"6201 Balboa Blvd., Encino, CA 91316",https://www.laparks.org/park/sepulveda-basin-sports-complex,,6,34.1853564,-118.5012351
Horticulture,SEPULVEDA GARDEN CENTER,"16633 Magnolia Blvd., Encino, CA 91406",https://www.laparks.org/horticulture/sepulveda-garden-center,(818) 784-5180,4,34.1653335,-118.4953656
Summer Pool,SEPULVEDA POOL,"8737 Kester Ave., Panorama City, CA 91402",https://www.laparks.org/aquatic/summer/sepulveda-pool,(818) 894-0144,6,34.2288031,-118.4574859
Free Tennis,SEPULVEDA RECREATION CENTER,"8825 Kester Avenue, Panorama City, Ca 91402",https://www.laparks.org/reccenter/sepulveda,(818) 893-3700,6,34.2291889,-118.4579893
Playground,SEPULVEDA RECREATION CENTER,"8825 Kester Avenue, Panorama City, Ca 91402",https://www.laparks.org/reccenter/sepulveda,(818) 893-3700,6,34.2291889,-118.4579893
Recreation Center,SEPULVEDA RECREATION CENTER,"8825 Kester Avenue, Panorama City, Ca 91402",https://www.laparks.org/reccenter/sepulveda,(818) 893-3700,6,34.2291889,-118.4579893
Parks,SERRANIA PARK,"20726 Wells Dr., Woodland Hills, CA 91364",https://www.laparks.org/park/serrania,(818) 756-8189,3,34.1567933,-118.5868978
Playground,SHADOW RANCH RECREATION CENTER,"22633 Vanowen St., West Hills, CA 91307",https://www.laparks.org/reccenter/shadow-ranch,(818) 883-3637,12,34.1945663,-118.6199798
Recreation Center,SHADOW RANCH RECREATION CENTER,"22633 Vanowen St., West Hills, CA 91307",https://www.laparks.org/reccenter/shadow-ranch,(818) 883-3637,12,34.1945663,-118.6199798
Playground,SHANE'S INSPIRATION - GRIFFITH PARK,"4730 Crystal Springs Dr., Los Angeles, CA 90027",https://www.laparks.org/playgrounds/griffithUAPk,,4,34.1425659,-118.2861657
Free Tennis,SHATTO RECREATION CENTER,"3191 W. 4th St., Los Angeles, CA 90020",https://www.laparks.org/reccenter/shatto,(213) 386-8877,10,34.0670238,-118.2889137
Outdoor Fitness,SHATTO RECREATION CENTER,"3191 W. 4th St., Los Angeles, CA 90020",https://www.laparks.org/reccenter/shatto,(213) 386-8877,10,34.0670238,-118.2889137
Recreation Center,SHATTO RECREATION CENTER,"3191 W. 4th St., Los Angeles, CA 90020",https://www.laparks.org/reccenter/shatto,(213) 386-8877,10,34.0670238,-118.2889137
Parks,SHELDON ARLETA PARK,"12455 Wicks St Los Angeles, CA 91352",https://www.laparks.org/park/sheldon-arleta-park,(818) 764-5794,6,34.2265957,-118.4039043
Banquet,Sherman Oaks Castle Park,"4989 Sepulveda Boulevard, Sherman Oaks, CA 91403",https://www.laparks.org/park/sherman-oaks-castle-park,(818) 756-9459,4,34.1617809,-118.4681036
Parks,Sherman Oaks Castle Park,"4989 Sepulveda Boulevard, Sherman Oaks, CA 91403",https://www.laparks.org/park/sherman-oaks-castle-park,(818) 756-9459,4,34.1617809,-118.4681036
Senior Citizen Centers,SHERMAN OAKS EAST VALLEY ADULT CENTER (Formerly Van Nuys-Sherman Oaks Senior Citizen Center),"5056 Van Nuys Blvd. Sherman Oaks, CA 91403",https://www.laparks.org/scc/sherman-oakseast-valley-adult,(818) 386-9674,4,34.1631891,-118.44838
Recreation Center,SILVER LAKE RECREATION CENTER,"1850 W. Silver Lake Dr., Los Angeles, CA 90026",https://www.laparks.org/reccenter/silver-lake,(323) 644-3946,13,34.0921873,-118.2670922
Dog Parks,SILVERLAKE DOG PARK,"1863 Silver Lake Blvd, Los Angeles, CA 90026",https://www.laparks.org/dogpark/silverlake,(323) 644-3946,13,34.0920416,-118.2654376
Outdoor Fitness,SLAUSON MULTIPURPOSE CENTER,"5306 South Compton Ave. Los Angeles, CA 90011",https://www.laparks.org/reccenter/slauson-multipurpose,"(323) 233-1174, (323) 846-5392",8,33.99230242,-118.2431245
Recreation Center,SLAUSON MULTIPURPOSE CENTER,"5306 South Compton Ave. Los Angeles, CA 90011",https://www.laparks.org/reccenter/slauson-multipurpose,"(323) 233-1174, (323) 846-5392",8,33.99230242,-118.2431245
Senior Citizen Centers,SLAUSON MULTIPURPOSE CENTER,"5306 South Compton Ave. Los Angeles, CA 90011",https://www.laparks.org/reccenter/slauson-multipurpose,"(323) 233-1174, (323) 846-5392",8,33.99230242,-118.2431245
Skate Parks,SOUTH EAST VALLEY SKATE PARK (AKA SHELDON SKATE PARK),"12511 Sheldon St. Sun Valley, CA 91352",https://www.laparks.org/skatepark/south-east-valley-skate-park-aka-sheldon-skate-park,(818) 756-8189,6,34.230936,-118.406091
Recreation Center,SOUTH LOS ANGELES SPORTS ACTIVITY CENTER,"7020 S. Figueroa St. Los Angeles, 90003",https://www.laparks.org/reccenter/south-los-angeles-sports-activity,(323) 758-8716; (323) 758-5634,8,33.9763017,-118.2826612
Parks,South Los Angeles Wetlands Park,"5413 S Avalon Blvd, Los Angeles, CA 90011",https://www.laparks.org/park/south-los-angeles-wetlands-park,,9,33.9927255,-118.2662197
Summer Pool,SOUTH PARK POOL,"345 E. 51st St., Los Angeles, CA 90011",https://www.laparks.org/aquatic/summer/south-park-pool,323) 846-5366,9,33.996562,-118.2686059
Outdoor Fitness,SOUTH PARK RECREATION CENTER (A.K.A. BARRY WHITE),"345 E. 51st St., Los Angeles, CA 90011",https://www.laparks.org/reccenter/southpark,(213) 847-6746,9,33.996562,-118.2686059
Parks,SOUTH PARK RECREATION CENTER (A.K.A. BARRY WHITE),"345 E. 51st St., Los Angeles, CA 90011",https://www.laparks.org/reccenter/southpark,(213) 847-6746,9,33.996562,-118.2686059
Playground,SOUTH PARK RECREATION CENTER (A.K.A. BARRY WHITE),"345 E. 51st St., Los Angeles, CA 90011",https://www.laparks.org/reccenter/southpark,(213) 847-6746,9,33.996562,-118.2686059
Recreation Center,SOUTH PARK RECREATION CENTER (A.K.A. BARRY WHITE),"345 E. 51st St., Los Angeles, CA 90011",https://www.laparks.org/reccenter/southpark,(213) 847-6746,9,33.996562,-118.2686059
Historic,SOUTH SEAS HOUSE,"2301 W. 24th St., Los Angeles, CA 90018",https://www.laparks.org/reccenter/south-seas-house,(323) 373-9483,10,34.0351269,-118.3178916
Recreation Center,SOUTH SEAS HOUSE,"2301 W. 24th St., Los Angeles, CA 90018",https://www.laparks.org/reccenter/south-seas-house,(323) 373-9483,10,34.0351269,-118.3178916
Parks,South Victoria Avenue Park,"6537 South Victoria Avenue  Los Angeles, CA 90043",https://www.laparks.org/park/south-victoria-avenue-park,,8,33.97945,-118.33256
Parks,SOUTH WEDDINGTON PARK,"10600 Valleyheart Dr. Studio City, CA 91604",https://www.laparks.org/park/weddington-south,(818) 506-1467,2,34.1409936,-118.3648221
Parks,SPRING STREET PARK,"428 SOUTH SPRING STREET LOS ANGELES, CA 90013",https://www.laparks.org/park/spring-street-park,(213) 485-4833,14,34.0481587,-118.2488794
Parks,ST. JAMES PARK,"Adams Blvd. and Severance St., Los Angeles, CA 90007",https://www.laparks.org/park/st-james,(213) 485-4833,1,34.0315545,-118.2800903
Outdoor Fitness,STATE STREET RECREATION CENTER,"716 N. State St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/state-street,(213) 847-2790,14,34.0529669,-118.2127917
Recreation Center,STATE STREET RECREATION CENTER,"716 N. State St., Los Angeles, CA 90033",https://www.laparks.org/reccenter/state-street,(213) 847-2790,14,34.0529669,-118.2127917
Parks,STETSON RANCH PARK,"15455 Glenoaks Blvd., Sylmar, CA 91342",https://www.laparks.org/park/stetson-ranch,(818) 756-8189,7,34.3252714,-118.4761773
Recreation Center,STONEHURST RECREATION CENTER,"9901 Dronfield St., Sun Valley, CA 91352",https://www.laparks.org/reccenter/stonehurst,(818) 767-0314,7,34.2493313,-118.3748686
Summer Pool,STONER PARK POOL,"1835 Stoner Ave., Los Angeles, CA 90025",https://www.laparks.org/aquatic/summer/stoner-park-pool,(310) 575-8286,11,34.037973,-118.453023
Free Tennis,STONER RECREATION CENTER,"1835 Stoner Ave., Los Angeles, CA 90025",https://www.laparks.org/reccenter/stoner,(310) 479-7200,11,34.037973,-118.453023
Playground,STONER RECREATION CENTER,"1835 Stoner Ave., Los Angeles, CA 90025",https://www.laparks.org/reccenter/stoner,(310) 479-7200,11,34.037973,-118.453023
Recreation Center,STONER RECREATION CENTER,"1835 Stoner Ave., Los Angeles, CA 90025",https://www.laparks.org/reccenter/stoner,(310) 479-7200,11,34.037973,-118.453023
Skate Parks,STONER SKATE PARK,"1835 Stoner Ave, LA 90025",https://www.laparks.org/skatepark/stoner-skate,(310) 479-7200,11,34.038217,-118.4542337
Parks,STONEY POINT PARK,"On Topanga Canyon Blvd. between Chatsworth St. and 118 Freeway, Chatsworth, CA 91311",https://www.laparks.org/park/stoney-point,(818) 756-8189,12,34.2735471,-118.6024108
Parks,STRATHERN PARK NORTH,"North of Strathern Street and West of Whitsett Avenue, Sun Valley, CA 91605",https://www.laparks.org/park/strathern-north,(818) 767-4171,6,34.2157259,-118.405252
Parks,STRATHERN PARK WEST,"12541 Saticoy St., Sun Valley, CA 91605",https://www.laparks.org/park/strathern-west,(818) 767-4171,6,34.2127203,-118.4080951
Free Tennis,STUDIO CITY RECREATION CENTER,"12621 Rye St., Studio City, CA 91604",https://www.laparks.org/reccenter/studio-city,(818) 769-4415,4,34.1513502,-118.4076912
Outdoor Fitness,STUDIO CITY RECREATION CENTER,"12621 Rye St., Studio City, CA 91604",https://www.laparks.org/reccenter/studio-city,(818) 769-4415,4,34.1513502,-118.4076912
Playground,STUDIO CITY RECREATION CENTER,"12621 Rye St., Studio City, CA 91604",https://www.laparks.org/reccenter/studio-city,(818) 769-4415,4,34.1513502,-118.4076912
Recreation Center,STUDIO CITY RECREATION CENTER,"12621 Rye St., Studio City, CA 91604",https://www.laparks.org/reccenter/studio-city,(818) 769-4415,4,34.1513502,-118.4076912
Parks,SULLIVAN CANYON PARK,"Northeast of Sullivan Canyon Rd. Los Angeles, CA 90049",https://www.laparks.org/park/sullivan-canyon,(310) 836-1040,11,34.0737317,-118.5090219
Summer Pool,SUN VALLEY PARK POOL,"8123 Vineland Ave., Sun Valley, CA 91352",https://www.laparks.org/aquatic/summer/sun-valley-park-pool,(818) 252-0835,6,34.2180456,-118.370309
Recreation Center,SUN VALLEY RECREATION CENTER,"8133 Vineland Ave., Sun Valley, CA 91352",https://www.laparks.org/reccenter/sun-valley,(818) 767-6151,6,34.2181309,-118.3714505
Free Tennis,SUNLAND RECREATION CENTER,"8651 Foothill Blvd., Sunland, CA 91040",https://www.laparks.org/reccenter/sunland,(818) 352-5282,7,34.2597582,-118.3211904
Recreation Center,SUNLAND RECREATION CENTER,"8651 Foothill Blvd., Sunland, CA 91040",https://www.laparks.org/reccenter/sunland,(818) 352-5282,7,34.2597582,-118.3211904
Skate Parks,SUNLAND RECREATION CENTER,"8651 Foothill Blvd., Sunland, CA 91040",https://www.laparks.org/reccenter/sunland,(818) 352-5282,7,34.2597582,-118.3211904
Senior Citizen Centers,SUNLAND SENIOR CITIZEN CENTER,"8640 Fenwick St. Sunland, CA 91040",https://www.laparks.org/scc/sunland,(818) 353-9571,7,34.2612583,-118.3215097
Parks,SUNNYNOOK RIVER PARK,"Los Angeles River Bike Path, Los Angeles CA 90039",https://www.laparks.org/park/sunnynook-river-park,(818) 243-1145,4,34.0868346,-118.2597546
Outdoor Fitness,SYCAMORE GROVE PARK,"4702 N. Figueroa St., Los Angeles, CA 90042",https://www.laparks.org/park/sycamore-grove,(213) 485-5572,1,34.1000935,-118.2033179
Parks,SYCAMORE GROVE PARK,"4702 N. Figueroa St., Los Angeles, CA 90042",https://www.laparks.org/park/sycamore-grove,(213) 485-5572,1,34.1000935,-118.2033179
Playground,SYCAMORE GROVE PARK,"4702 N. Figueroa St., Los Angeles, CA 90042",https://www.laparks.org/park/sycamore-grove,(213) 485-5572,1,34.1000935,-118.2033179
Outdoor Fitness,SYLMAR PARK RECREATION CENTER,"13109 Borden Ave., Sylmar, CA 91342",https://www.laparks.org/reccenter/sylmar,(818) 367-5656,7,34.3082227,-118.4458283
Recreation Center,SYLMAR PARK RECREATION CENTER,"13109 Borden Ave., Sylmar, CA 91342",https://www.laparks.org/reccenter/sylmar,(818) 367-5656,7,34.3082227,-118.4458283
Summer Pool,SYLMAR POOL,"13109 Borden Ave., Sylmar, CA 91342",https://www.laparks.org/aquatic/summer/sylmar-pool,(818) 367-6727,7,34.3082227,-118.4458283
Recreation Center,TARZANA RECREATION CENTER,"5655 Vanalden Ave., Tarzana, CA 91356",https://www.laparks.org/reccenter/tarzana,(818) 343-5946,3,34.1741498,-118.5506825
Parks,TAXCO TRAILS PARK,"23367 Ingomar St., West Hills, CA 91304",https://www.laparks.org/park/taxco-trails,(818) 756-8189,3,34.2126201,-118.6383295
Parks,TELFAIR PARK,"15721 Cobalt Avenue, Symlar, CA 91342",https://www.laparks.org/park/telfair,(818) 756-8189,7,34.304254,-118.473622
Parks,TEMESCAL CANYON PARK,"15900 Pacific Coast Hwy., Pacific Palisades, CA 90272",https://www.laparks.org/park/temescal-canyon,(310) 836-1040,11,34.0358601,-118.5359567
Outdoor Fitness,TIARA STREET PARK,"11480 WEST TIARA STREET LOS ANGELES, CA 91601",https://www.laparks.org/park/tiara-street-park,(818) 756-8189,2,34.1784903,-118.3824298
Parks,TIARA STREET PARK,"11480 WEST TIARA STREET LOS ANGELES, CA 91601",https://www.laparks.org/park/tiara-street-park,(818) 756-8189,2,34.1784903,-118.3824298
Parks,TITMOUSE PARK,"415 Culver Blvd., Playa Del Rey, CA 90293 (at Nicholson Street and Pershing Drive)",https://www.laparks.org/park/titmouse,(310) 836-1040,11,33.9611342,-118.445927
Outdoor Fitness,TOBERMAN RECREATION CENTER,"1725 Toberman St. Los Angeles, CA 90015",https://www.laparks.org/reccenter/toberman,(213) 485-6896,1,34.0391765,-118.2787706
Recreation Center,TOBERMAN RECREATION CENTER,"1725 Toberman St. Los Angeles, CA 90015",https://www.laparks.org/reccenter/toberman,(213) 485-6896,1,34.0391765,-118.2787706
Parks,TOBIAS AVENUE PARK,"9122 Tobias Avenue, Panorama City, CA 91402",https://www.laparks.org/park/tobias-avenue-park,(818) 756-8189,6,34.2363556,-118.4511745
Playground,TOBIAS AVENUE PARK,"9122 Tobias Avenue, Panorama City, CA 91402",https://www.laparks.org/park/tobias-avenue-park,(818) 756-8189,6,34.2363556,-118.4511745
Banquet,TRAVEL TOWN BIRTHDAY/MEETING CARS,"5200 Zoo Drive, Los Angeles, CA 90027",https://www.laparks.org/reservations/travel-town,(323) 662-5874,4,34.1539114,-118.3085946
Reservations,TRAVEL TOWN BIRTHDAY/MEETING CARS,"5200 Zoo Drive, Los Angeles, CA 90027",https://www.laparks.org/reservations/travel-town,(323) 662-5874,4,34.1539114,-118.3085946
Museums,TRAVEL TOWN MUSEUM,"5200 Zoo Drive, Los Angeles, CA 90027",https://www.laparks.org/museum/travel-town-museum,(323) 662-5874,4,34.1539114,-118.3085946
Parks,TRIANGLE PARK,"Oxford Ave and Marr St, Venice, CA 90291",https://www.laparks.org/park/triangle,(310) 839-9629.,11,33.9875679,-118.4563305
Outdoor Fitness,TRINITY RECREATION CENTER,"2415 TRINITY ST., LOS ANGELES, CA 90011",https://www.laparks.org/reccenter/trinity,(213) 485-4195,9,34.0239653,-118.2627194
Recreation Center,TRINITY RECREATION CENTER,"2415 TRINITY ST., LOS ANGELES, CA 90011",https://www.laparks.org/reccenter/trinity,(213) 485-4195,9,34.0239653,-118.2627194
Parks,Unidad Park (Beverly Pocket Park),"1644 West Beverly Boulevard, Los Angeles, CA 90027",https://www.laparks.org/park/unidad-park-beverly-pocket-park,(213) 485-4833,1,34.063737,-118.264615
Parks,VALLEY GLEN COMMUNITY PARK (FORMERLY ERWIN PARK),"Erwin St.and Ethel Ave.,  Van Nuys, CA 91436",https://www.laparks.org/park/valley-glen-community,(818) 756-8189,2,34.1822691,-118.4203163
Playground,VALLEY GLEN COMMUNITY PARK (FORMERLY ERWIN PARK),"Erwin St.and Ethel Ave.,  Van Nuys, CA 91436",https://www.laparks.org/park/valley-glen-community,(818) 756-8189,2,34.1822691,-118.4203163
Summer Pool,VALLEY PLAZA POOL,"6715 Laurelgrove Ave., North Hollywood, CA 91606",https://www.laparks.org/aquatic/summer/valley-plaza-pool,(818) 374-4825,2,34.1923567,-118.4009217
Outdoor Fitness,VALLEY PLAZA RECREATION CENTER,"12240 Archwood St., North Hollywood, CA 91606",https://www.laparks.org/reccenter/valley-plaza,(818) 765-5885,2,34.19074,-118.400808
Recreation Center,VALLEY PLAZA RECREATION CENTER,"12240 Archwood St., North Hollywood, CA 91606",https://www.laparks.org/reccenter/valley-plaza,(818) 765-5885,2,34.19074,-118.400808
Parks,VALLEY VILLAGE PARK,"5000 Westpark Drive, North Hollywood, CA 91601",https://www.laparks.org/park/valley-village,(818) 756-8189,12,34.1612732,-118.3829158
Summer Pool,VAN NESS POOL,"5720 2nd Ave., Los Angeles, CA 90043",https://www.laparks.org/aquatic/summer/van-ness-pool,(323) 290-3134,8,33.9905244,-118.3190525
Free Tennis,VAN NESS RECREATION CENTER,"5720 2nd Ave., Los Angeles, CA 90043",https://www.laparks.org/reccenter/van-ness,"(323) 296-1559, Alternate: (323) 290-3130",8,33.9905244,-118.3190525
Outdoor Fitness,VAN NESS RECREATION CENTER,"5720 2nd Ave., Los Angeles, CA 90043",https://www.laparks.org/reccenter/van-ness,"(323) 296-1559, Alternate: (323) 290-3130",8,33.9905244,-118.3190525
